id,age,style,sex,rating,img,text,cos,score
11429,24,1,1,4.0,pop_art/A photograph of a dreaming computer and a fish in the style of Pop Art205.png,A photograph of a dreaming computer and a fish in the style of Pop Art,0.7120687301398101,0.7449232539587939
3110,57,1,1,3.0,pop_art/A pencil art sketch of a drinking flower and a bus in the style of Pop Art252.png,A pencil art sketch of a drinking flower and a bus in the style of Pop Art,0.678152797209657,0.6168541763826063
9541,48,1,0,2.0,pop_art/A painting of a surreal dresser and a flower in the style of Pop Art120.png,A painting of a surreal dresser and a flower in the style of Pop Art,0.6939742535286795,0.5136537934310064
1678,34,0,1,1.5,picasso/An illustration of a psychedelic fish and a bus in the style of Picasso127.png,An illustration of a psychedelic fish and a bus in the style of Picasso,0.716764093590504,0.4694931579063631
58062,17,2,0,3.0,monet/A photograph of a sleeping bloom and a kitchen in the style of Claude Monet25.png,A photograph of a sleeping bloom and a kitchen in the style of Claude Monet,0.7097137458842258,0.6326346507198907
37044,65,2,0,4.0,monet/A pencil art sketch of a surreal plant and a flower in the style of Claude Monet280.png,A pencil art sketch of a surreal plant and a flower in the style of Claude Monet,0.6947608172137569,0.7362692974957673
36288,46,0,1,4.0,picasso/An illustration of a spinning dresser and a door in the style of Picasso275.png,An illustration of a spinning dresser and a door in the style of Picasso,0.741665360606307,0.7597215691920423
57476,33,1,1,4.0,pop_art/A photograph of a spinning house and a bus in the style of Pop Art90.png,A photograph of a spinning house and a bus in the style of Pop Art,0.7627819187694024,0.77027984827359
20348,67,1,0,1.0,pop_art/A pencil art sketch of a surreal lamp and a bus in the style of Pop Art248.png,A pencil art sketch of a surreal lamp and a bus in the style of Pop Art,0.7161599352053731,0.41363552315824215
10589,49,2,0,3.0,monet/An illustration of a sleeping table and a car in the style of Claude Monet137.png,An illustration of a sleeping table and a car in the style of Claude Monet,0.7262916162574633,0.6409235859065094
37431,26,2,0,3.5,monet/A photograph of a repeating graveyard and a grass in the style of Claude Monet118.png,A photograph of a repeating graveyard and a grass in the style of Claude Monet,0.7145156166963507,0.6905911416815086
30278,70,0,1,4.0,picasso/A photograph of a spinning screwdriver and a grass in the style of Picasso232.png,A photograph of a spinning screwdriver and a grass in the style of Picasso,0.6899780408780121,0.7338779093278949
31439,32,0,0,5.0,picasso/An illustration of a sleeping train and a kitchen in the style of Picasso310.png,An illustration of a sleeping train and a kitchen in the style of Picasso,0.6725509084931004,0.8362754542465503
11418,15,0,1,4.5,picasso/An illustration of a spinning house and a pickle in the style of Picasso306.png,An illustration of a spinning house and a pickle in the style of Picasso,0.6955793840465119,0.7922341364677004
113784,75,0,0,4.0,picasso/A pencil art sketch of a drinking grass and a logo in the style of Picasso15.png,A pencil art sketch of a drinking grass and a logo in the style of Picasso,0.6821087797350917,0.7299432787564346
43340,21,2,1,4.5,monet/An illustration of a loving house and a train in the style of Claude Monet246.png,An illustration of a loving house and a train in the style of Claude Monet,0.7352697576768011,0.8120793232828449
133382,36,2,1,4.0,monet/A pencil art sketch of a surreal graveyard and a tree in the style of Claude Monet117.png,A pencil art sketch of a surreal graveyard and a tree in the style of Claude Monet,0.7390573463589468,0.7584175620683622
7504,25,0,1,3.0,picasso/A painting of a spinning egg and a tree in the style of Picasso297.png,A painting of a spinning egg and a tree in the style of Picasso,0.6980563706110473,0.6268059630833014
34086,40,1,1,4.0,pop_art/A photograph of a repeating bloom and a bus in the style of Pop Art81.png,A photograph of a repeating bloom and a bus in the style of Pop Art,0.7210093395442764,0.749393558661027
18713,65,2,1,5.0,monet/An illustration of a drinking fish and a bus in the style of Claude Monet177.png,An illustration of a drinking fish and a bus in the style of Claude Monet,0.7434226820659522,0.8717113410329761
27042,36,2,1,3.5,monet/A photograph of a eating pickle and a pickle in the style of Claude Monet216.png,A photograph of a eating pickle and a pickle in the style of Claude Monet,0.7051803051885988,0.6859234859276326
11329,60,1,1,4.0,pop_art/A photograph of a eating lamp and a lamp in the style of Pop Art211.png,A photograph of a eating lamp and a lamp in the style of Pop Art,0.6836670664318909,0.7307224221048343
49872,17,1,0,3.0,pop_art/An illustration of a drinking car and a logo in the style of Pop Art127.png,An illustration of a drinking car and a logo in the style of Pop Art,0.6726671231858719,0.6141113393707137
687,64,0,1,3.0,picasso/A pencil art sketch of a loving computer and a hotel in the style of Picasso134.png,A pencil art sketch of a loving computer and a hotel in the style of Picasso,0.7060127830845658,0.6307841693200607
28910,46,2,0,4.0,monet/A pencil art sketch of a dreaming egg and a screwdriver in the style of Claude Monet61.png,A pencil art sketch of a dreaming egg and a screwdriver in the style of Claude Monet,0.6407706137895461,0.7092741957836619
4421,49,0,1,4.0,picasso/An illustration of a loving monitor and a grass in the style of Picasso221.png,An illustration of a loving monitor and a grass in the style of Picasso,0.7018899663263697,0.7398338720520736
19143,40,1,0,2.0,pop_art/An illustration of a repeating watermelon and a screwdriver in the style of Pop Art77.png,An illustration of a repeating watermelon and a screwdriver in the style of Pop Art,0.6767544902202,0.5050439117767667
34615,44,1,1,3.0,pop_art/A photograph of a repeating train and a monitor in the style of Pop Art78.png,A photograph of a repeating train and a monitor in the style of Pop Art,0.7308770671498878,0.6432163113527216
14844,25,1,1,4.0,pop_art/A pencil art sketch of a spinning egg and a dresser in the style of Pop Art319.png,A pencil art sketch of a spinning egg and a dresser in the style of Pop Art,0.6857600644935465,0.7317689211356622
16395,48,1,1,4.0,pop_art/An illustration of a sleeping train and a lamp in the style of Pop Art142.png,An illustration of a sleeping train and a lamp in the style of Pop Art,0.7348718813890298,0.7563248295834037
78373,35,0,1,2.0,picasso/A painting of a loving watch and a figurine in the style of Picasso80.png,A painting of a loving watch and a figurine in the style of Picasso,0.6839546856522315,0.5086440094927824
29968,17,0,1,3.0,picasso/A pencil art sketch of a sleeping icon and a watermelon in the style of Picasso75.png,A pencil art sketch of a sleeping icon and a watermelon in the style of Picasso,0.7055426223155855,0.6305490889355705
48834,30,0,0,4.0,picasso/A photograph of a watering dog and a monitor in the style of Picasso304.png,A photograph of a watering dog and a monitor in the style of Picasso,0.6654409902870084,0.721609384032393
13939,59,0,1,3.0,picasso/A photograph of a drinking flower and a door in the style of Picasso298.png,A photograph of a drinking flower and a door in the style of Picasso,0.6848741774769619,0.6202148665162588
41651,52,2,0,3.5,monet/A pencil art sketch of a repeating hotel and a screwdriver in the style of Claude Monet34.png,A pencil art sketch of a repeating hotel and a screwdriver in the style of Claude Monet,0.6339201974767616,0.6502934320717141
11169,58,0,0,1.0,picasso/A painting of a repeating monitor and a tree in the style of Picasso269.png,A painting of a repeating monitor and a tree in the style of Picasso,0.6951215783311866,0.4031163447211489
42739,26,1,1,3.0,pop_art/A pencil art sketch of a eating house and a flower in the style of Pop Art47.png,A pencil art sketch of a eating house and a flower in the style of Pop Art,0.6921430198015168,0.6238492876785362
11286,46,1,0,4.0,pop_art/An illustration of a sleeping egg and a dresser in the style of Pop Art203.png,An illustration of a sleeping egg and a dresser in the style of Pop Art,0.7182764060039137,0.7480270918908457
10137,77,1,0,5.0,pop_art/An illustration of a eating peacock and a door in the style of Pop Art153.png,An illustration of a eating peacock and a door in the style of Pop Art,0.709418853532804,0.8547094267664019
265,17,1,0,4.0,pop_art/A pencil art sketch of a sleeping egg and a house in the style of Pop Art19.png,A pencil art sketch of a sleeping egg and a house in the style of Pop Art,0.6826969427693376,0.7302373602735577
19483,70,1,1,4.0,pop_art/An illustration of a repeating dresser and a plant in the style of Pop Art174.png,An illustration of a repeating dresser and a plant in the style of Pop Art,0.6977304779644566,0.7377541278711172
10239,73,2,0,3.0,monet/An illustration of a psychedelic kitchen and a fish in the style of Claude Monet267.png,An illustration of a psychedelic kitchen and a fish in the style of Claude Monet,0.7454468800345891,0.6505012177950724
1398,13,2,0,3.0,monet/A painting of a dreaming kitchen and a hotel in the style of Claude Monet184.png,A painting of a dreaming kitchen and a hotel in the style of Claude Monet,0.7140403452580025,0.6347979504067791
10786,74,0,1,5.0,picasso/A photograph of a dreaming grass and a train in the style of Picasso107.png,A photograph of a dreaming grass and a train in the style of Picasso,0.7052617585574991,0.8526308792787496
23981,79,1,0,4.0,pop_art/A painting of a watering logo and a dog in the style of Pop Art206.png,A painting of a watering logo and a dog in the style of Pop Art,0.684652622834279,0.7312152003060284
96357,71,1,0,3.0,pop_art/A pencil art sketch of a drinking dresser and a kitchen in the style of Pop Art33.png,A pencil art sketch of a drinking dresser and a kitchen in the style of Pop Art,0.720473651384582,0.6380146034700688
85589,26,0,0,5.0,picasso/A photograph of a repeating bedroom and a plant in the style of Picasso143.png,A photograph of a repeating bedroom and a plant in the style of Picasso,0.7191097055804353,0.8595548527902177
10778,23,2,0,3.0,monet/A pencil art sketch of a watering watermelon and a pickle in the style of Claude Monet232.png,A pencil art sketch of a watering watermelon and a pickle in the style of Claude Monet,0.7326923936733746,0.6441239746144651
17887,18,1,1,5.0,pop_art/A pencil art sketch of a sleeping icon and a peacock in the style of Pop Art130.png,A pencil art sketch of a sleeping icon and a peacock in the style of Pop Art,0.730491573529933,0.8652457867649666
4974,19,2,1,3.5,monet/An illustration of a spinning graveyard and a graveyard in the style of Claude Monet77.png,An illustration of a spinning graveyard and a graveyard in the style of Claude Monet,0.6976985281411052,0.6821825974038859
7514,78,2,1,4.0,monet/A photograph of a psychedelic door and a watermelon in the style of Claude Monet186.png,A photograph of a psychedelic door and a watermelon in the style of Claude Monet,0.7267275893583508,0.7522526835680643
660,61,1,1,4.5,pop_art/A pencil art sketch of a watering tree and a screwdriver in the style of Pop Art242.png,A pencil art sketch of a watering tree and a screwdriver in the style of Pop Art,0.6363336170704469,0.7626112529796678
38965,19,1,1,4.0,pop_art/An illustration of a watering door and a table in the style of Pop Art112.png,An illustration of a watering door and a table in the style of Pop Art,0.6752158527971496,0.7264968152874636
4837,40,2,1,5.0,monet/A pencil art sketch of a surreal spanner and a screwdriver in the style of Claude Monet89.png,A pencil art sketch of a surreal spanner and a screwdriver in the style of Claude Monet,0.6691841397545099,0.8345920698772549
33138,56,0,1,4.0,picasso/A photograph of a repeating kitchen and a bloom in the style of Picasso40.png,A photograph of a repeating kitchen and a bloom in the style of Picasso,0.7146661321781358,0.7462219549779567
28145,53,2,1,4.0,monet/A painting of a psychedelic hotel and a car in the style of Claude Monet71.png,A painting of a psychedelic hotel and a car in the style of Claude Monet,0.7008887112077379,0.7393332444927578
11790,40,0,0,3.0,picasso/A photograph of a watering kitchen and a grass in the style of Picasso108.png,A photograph of a watering kitchen and a grass in the style of Picasso,0.7012526182099172,0.6284040868827364
10916,30,0,1,4.5,picasso/A painting of a surreal plant and a dog in the style of Picasso132.png,A painting of a surreal plant and a dog in the style of Picasso,0.6898658355224445,0.7893773622056667
12241,79,1,0,1.0,pop_art/An illustration of a psychedelic dog and a icon in the style of Pop Art271.png,An illustration of a psychedelic dog and a icon in the style of Pop Art,0.7436130691583891,0.4273620901347501
651,29,2,1,3.0,monet/A painting of a loving hotel and a grass in the style of Claude Monet149.png,A painting of a loving hotel and a grass in the style of Claude Monet,0.7297979876354443,0.6426767715955
37684,19,1,0,5.0,pop_art/A pencil art sketch of a surreal logo and a dresser in the style of Pop Art70.png,A pencil art sketch of a surreal logo and a dresser in the style of Pop Art,0.7092571160976061,0.8546285580488031
23954,15,2,0,1.0,monet/An illustration of a sleeping bedroom and a fish in the style of Claude Monet285.png,An illustration of a sleeping bedroom and a fish in the style of Claude Monet,0.719631763501783,0.4153714373064471
63097,49,1,1,2.0,pop_art/A pencil art sketch of a eating figurine and a plant in the style of Pop Art287.png,A pencil art sketch of a eating figurine and a plant in the style of Pop Art,0.637686280727304,0.48550980703031865
39448,16,2,1,3.0,monet/A photograph of a surreal figurine and a tree in the style of Claude Monet151.png,A photograph of a surreal figurine and a tree in the style of Claude Monet,0.6558801228251989,0.6057178391903772
43915,59,2,0,5.0,monet/A pencil art sketch of a sleeping watermelon and a hotel in the style of Claude Monet38.png,A pencil art sketch of a sleeping watermelon and a hotel in the style of Claude Monet,0.6566097962890848,0.8283048981445424
146373,13,1,0,2.0,pop_art/A pencil art sketch of a sleeping shrub and a logo in the style of Pop Art283.png,A pencil art sketch of a sleeping shrub and a logo in the style of Pop Art,0.7446592000258485,0.5389962666795909
43772,18,1,1,4.0,pop_art/An illustration of a spinning dog and a house in the style of Pop Art199.png,An illustration of a spinning dog and a house in the style of Pop Art,0.7138343816735934,0.7458060797256856
10206,10,1,0,5.0,pop_art/An illustration of a eating bedroom and a pickle in the style of Pop Art312.png,An illustration of a eating bedroom and a pickle in the style of Pop Art,0.6259142808327551,0.8129571404163776
44540,56,0,0,3.5,picasso/A pencil art sketch of a watering watermelon and a computer in the style of Picasso67.png,A pencil art sketch of a watering watermelon and a computer in the style of Picasso,0.7225010399889542,0.6945838533278104
15506,16,2,0,5.0,monet/An illustration of a psychedelic computer and a monitor in the style of Claude Monet329.png,An illustration of a psychedelic computer and a monitor in the style of Claude Monet,0.7335723493251175,0.8667861746625587
28030,12,2,0,3.5,monet/An illustration of a sleeping figurine and a watch in the style of Claude Monet332.png,An illustration of a sleeping figurine and a watch in the style of Claude Monet,0.6803836868985009,0.6735251767825837
41291,24,1,1,4.0,pop_art/A painting of a psychedelic pickle and a shrub in the style of Pop Art233.png,A painting of a psychedelic pickle and a shrub in the style of Pop Art,0.7153966049035757,0.7465871913406767
1818,33,0,0,3.5,picasso/An illustration of a loving monitor and a watch in the style of Picasso5.png,An illustration of a loving monitor and a watch in the style of Picasso,0.664148589586439,0.6654076281265527
9356,19,1,1,3.0,pop_art/A photograph of a sleeping train and a door in the style of Pop Art297.png,A photograph of a sleeping train and a door in the style of Pop Art,0.7083851101818555,0.6319703328687055
49671,27,1,0,2.5,pop_art/A painting of a surreal watermelon and a lamp in the style of Pop Art119.png,A painting of a surreal watermelon and a lamp in the style of Pop Art,0.6787701525237173,0.5616072984840809
88,12,2,1,4.0,monet/A pencil art sketch of a loving table and a egg in the style of Claude Monet182.png,A pencil art sketch of a loving table and a egg in the style of Claude Monet,0.7102267454655771,0.7440022616216774
4234,71,2,1,4.0,monet/A painting of a repeating bloom and a horse in the style of Claude Monet290.png,A painting of a repeating bloom and a horse in the style of Claude Monet,0.7573168539864973,0.7675473158821375
899,33,2,1,4.5,monet/An illustration of a spinning icon and a door in the style of Claude Monet278.png,An illustration of a spinning icon and a door in the style of Claude Monet,0.7279932106473838,0.8084410497681362
26895,14,0,0,4.0,picasso/A painting of a spinning bloom and a lamp in the style of Picasso272.png,A painting of a spinning bloom and a lamp in the style of Picasso,0.7078557707465961,0.742816774262187
47329,12,1,1,4.0,pop_art/A painting of a sleeping dresser and a door in the style of Pop Art253.png,A painting of a sleeping dresser and a door in the style of Pop Art,0.6927984702051875,0.7352881239914826
3547,43,1,0,4.0,pop_art/A photograph of a repeating graveyard and a spanner in the style of Pop Art158.png,A photograph of a repeating graveyard and a spanner in the style of Pop Art,0.7226603818364008,0.7502190798070892
42522,69,0,0,4.0,picasso/A painting of a spinning car and a dog in the style of Picasso273.png,A painting of a spinning car and a dog in the style of Picasso,0.7278350351109393,0.7528064064443585
9894,56,0,0,4.0,picasso/A pencil art sketch of a loving lamp and a bedroom in the style of Picasso212.png,A pencil art sketch of a loving lamp and a bedroom in the style of Picasso,0.7099292129029943,0.7438534953403859
33357,64,1,1,4.0,pop_art/An illustration of a psychedelic kitchen and a bedroom in the style of Pop Art123.png,An illustration of a psychedelic kitchen and a bedroom in the style of Pop Art,0.7021183700060245,0.7399480738919011
17909,74,2,0,4.0,monet/An illustration of a psychedelic dresser and a peacock in the style of Claude Monet100.png,An illustration of a psychedelic dresser and a peacock in the style of Claude Monet,0.6922566104515229,0.7350171941146503
4997,11,2,1,4.0,monet/A photograph of a repeating shrub and a pickle in the style of Claude Monet213.png,A photograph of a repeating shrub and a pickle in the style of Claude Monet,0.701469369905598,0.7396235738416879
50474,52,2,1,2.0,monet/A painting of a repeating figurine and a train in the style of Claude Monet51.png,A painting of a repeating figurine and a train in the style of Claude Monet,0.710746445546177,0.5220398894397552
9877,63,2,1,1.0,monet/A pencil art sketch of a loving bus and a table in the style of Claude Monet212.png,A pencil art sketch of a loving bus and a table in the style of Claude Monet,0.6904717481434821,0.40079142962729664
10160,65,0,1,2.0,picasso/A painting of a surreal kitchen and a computer in the style of Picasso246.png,A painting of a surreal kitchen and a computer in the style of Picasso,0.7527037189090141,0.5430185261211737
113271,60,2,1,3.5,monet/An illustration of a sleeping lamp and a table in the style of Claude Monet277.png,An illustration of a sleeping lamp and a table in the style of Claude Monet,0.7037874103359719,0.6852270385013193
12490,55,2,0,3.0,monet/A painting of a eating computer and a house in the style of Claude Monet162.png,A painting of a eating computer and a house in the style of Claude Monet,0.7447207709543409,0.6501381632549482
11815,49,2,0,2.5,monet/A pencil art sketch of a surreal lamp and a lamp in the style of Claude Monet84.png,A pencil art sketch of a surreal lamp and a lamp in the style of Claude Monet,0.7177907045712082,0.5811175745078263
10176,45,1,0,5.0,pop_art/An illustration of a psychedelic train and a kitchen in the style of Pop Art196.png,An illustration of a psychedelic train and a kitchen in the style of Pop Art,0.7548881939421975,0.8774440969710988
27970,60,0,1,5.0,picasso/A photograph of a surreal shrub and a egg in the style of Picasso170.png,A photograph of a surreal shrub and a egg in the style of Picasso,0.685831074558509,0.8429155372792545
42010,64,0,0,4.5,picasso/An illustration of a drinking icon and a grass in the style of Picasso66.png,An illustration of a drinking icon and a grass in the style of Picasso,0.6413374651274523,0.7651131770081705
30892,24,1,0,2.5,pop_art/A pencil art sketch of a spinning car and a plant in the style of Pop Art38.png,A pencil art sketch of a spinning car and a plant in the style of Pop Art,0.6171408480703557,0.5307926462574001
26056,12,2,0,4.0,monet/A photograph of a drinking car and a icon in the style of Claude Monet24.png,A photograph of a drinking car and a icon in the style of Claude Monet,0.6496639300130895,0.7137208538954336
32686,43,2,0,4.5,monet/A painting of a psychedelic bedroom and a statue in the style of Claude Monet263.png,A painting of a psychedelic bedroom and a statue in the style of Claude Monet,0.7246919469181452,0.806790417903517
604,27,2,1,2.0,monet/A pencil art sketch of a psychedelic watermelon and a fish in the style of Claude Monet103.png,A pencil art sketch of a psychedelic watermelon and a fish in the style of Claude Monet,0.7219422893818557,0.5276378113575945
11543,42,1,1,3.0,pop_art/A pencil art sketch of a sleeping bus and a train in the style of Pop Art100.png,A pencil art sketch of a sleeping bus and a train in the style of Pop Art,0.6875612853100875,0.6215584204328215
2620,27,1,0,3.0,pop_art/A painting of a drinking computer and a bus in the style of Pop Art114.png,A painting of a drinking computer and a bus in the style of Pop Art,0.734151889067849,0.6448537223117023
10630,36,0,0,3.0,picasso/A photograph of a drinking bedroom and a peacock in the style of Picasso114.png,A photograph of a drinking bedroom and a peacock in the style of Picasso,0.700905490834964,0.6282305231952598
28153,43,2,0,5.0,monet/A painting of a repeating egg and a graveyard in the style of Claude Monet230.png,A painting of a repeating egg and a graveyard in the style of Claude Monet,0.7282016036729471,0.8641008018364735
9705,73,1,1,4.0,pop_art/An illustration of a watering statue and a watch in the style of Pop Art87.png,An illustration of a watering statue and a watch in the style of Pop Art,0.6353071215776045,0.7065424496776911
125103,53,0,0,4.0,picasso/A painting of a sleeping bloom and a lamp in the style of Picasso261.png,A painting of a sleeping bloom and a lamp in the style of Picasso,0.6591418636924469,0.7184598207351123
27859,16,0,0,4.5,picasso/A pencil art sketch of a drinking bloom and a logo in the style of Picasso116.png,A pencil art sketch of a drinking bloom and a logo in the style of Picasso,0.6973864403167203,0.7931376646028045
10133,60,0,0,3.0,picasso/A pencil art sketch of a repeating tree and a watch in the style of Picasso140.png,A pencil art sketch of a repeating tree and a watch in the style of Picasso,0.7414052682165448,0.6484804118860502
34453,60,1,0,3.5,pop_art/A painting of a psychedelic lamp and a train in the style of Pop Art229.png,A painting of a psychedelic lamp and a train in the style of Pop Art,0.7359511488129776,0.701308907739822
17339,20,2,1,3.0,monet/A pencil art sketch of a eating icon and a fish in the style of Claude Monet70.png,A pencil art sketch of a eating icon and a fish in the style of Claude Monet,0.7060406081047943,0.6307980818301749
125099,16,0,0,4.5,picasso/A pencil art sketch of a surreal watch and a pickle in the style of Picasso274.png,A pencil art sketch of a surreal watch and a pickle in the style of Picasso,0.6178222322639365,0.7533555605764126
204,33,0,1,3.5,picasso/A pencil art sketch of a drinking statue and a dresser in the style of Picasso18.png,A pencil art sketch of a drinking statue and a dresser in the style of Picasso,0.7374094067852183,0.7020380367259424
212,41,0,1,4.0,picasso/A painting of a spinning flower and a train in the style of Picasso167.png,A painting of a spinning flower and a train in the style of Picasso,0.7204844856167548,0.7491311316972662
16790,15,0,1,3.0,picasso/An illustration of a eating spanner and a tree in the style of Picasso93.png,An illustration of a eating spanner and a tree in the style of Picasso,0.6896155184007946,0.6225855369781751
14521,20,0,0,4.0,picasso/A pencil art sketch of a surreal lamp and a shrub in the style of Picasso218.png,A pencil art sketch of a surreal lamp and a shrub in the style of Picasso,0.6835270832895078,0.7306524305336428
1245,26,1,1,2.0,pop_art/A pencil art sketch of a loving watermelon and a hotel in the style of Pop Art140.png,A pencil art sketch of a loving watermelon and a hotel in the style of Pop Art,0.6778894607119004,0.5056113970226168
26639,68,1,0,2.0,pop_art/An illustration of a dreaming hotel and a dresser in the style of Pop Art183.png,An illustration of a dreaming hotel and a dresser in the style of Pop Art,0.6863195708816162,0.5098264521074748
8689,79,0,0,4.5,picasso/An illustration of a sleeping computer and a figurine in the style of Picasso319.png,An illustration of a sleeping computer and a figurine in the style of Picasso,0.651992457393557,0.770440673141223
13225,33,1,1,2.0,pop_art/A pencil art sketch of a sleeping figurine and a bloom in the style of Pop Art239.png,A pencil art sketch of a sleeping figurine and a bloom in the style of Pop Art,0.6084884069611178,0.47091087014722555
45549,24,1,0,3.0,pop_art/A photograph of a surreal bus and a dog in the style of Pop Art232.png,A photograph of a surreal bus and a dog in the style of Pop Art,0.6702004191477694,0.6128779873516625
27102,14,0,0,5.0,picasso/A pencil art sketch of a psychedelic car and a logo in the style of Picasso65.png,A pencil art sketch of a psychedelic car and a logo in the style of Picasso,0.6852829316931778,0.8426414658465888
65046,57,0,1,1.0,picasso/A painting of a loving bus and a computer in the style of Picasso157.png,A painting of a loving bus and a computer in the style of Picasso,0.7039878113903497,0.40754946125073044
51878,39,2,1,3.0,monet/An illustration of a surreal car and a dog in the style of Claude Monet217.png,An illustration of a surreal car and a dog in the style of Claude Monet,0.7329518077273407,0.6442536816414481
32119,69,0,1,4.5,picasso/A pencil art sketch of a psychedelic graveyard and a graveyard in the style of Picasso150.png,A pencil art sketch of a psychedelic graveyard and a graveyard in the style of Picasso,0.7193184356342667,0.8041036622615778
54028,43,0,1,3.0,picasso/A photograph of a eating shrub and a figurine in the style of Picasso95.png,A photograph of a eating shrub and a figurine in the style of Picasso,0.7033151671565532,0.6294353613560544
33521,64,0,1,4.0,picasso/A painting of a psychedelic graveyard and a screwdriver in the style of Picasso260.png,A painting of a psychedelic graveyard and a screwdriver in the style of Picasso,0.7570450398581329,0.7674114088179553
9598,70,0,1,3.0,picasso/A painting of a psychedelic flower and a figurine in the style of Picasso78.png,A painting of a psychedelic flower and a figurine in the style of Picasso,0.742702705076804,0.6491291303161798
24621,78,1,1,5.0,pop_art/A painting of a surreal icon and a lamp in the style of Pop Art165.png,A painting of a surreal icon and a lamp in the style of Pop Art,0.7656648164906197,0.8828324082453098
22874,71,1,0,4.0,pop_art/An illustration of a watering graveyard and a table in the style of Pop Art310.png,An illustration of a watering graveyard and a table in the style of Pop Art,0.6841665251274036,0.7309721514525906
32825,66,0,1,3.0,picasso/A photograph of a sleeping screwdriver and a tree in the style of Picasso329.png,A photograph of a sleeping screwdriver and a tree in the style of Picasso,0.7005969348849155,0.6280762452202355
2119,63,1,1,1.0,pop_art/An illustration of a surreal statue and a hotel in the style of Pop Art45.png,An illustration of a surreal statue and a hotel in the style of Pop Art,0.7430237239302347,0.4270674175206729
2322,12,0,0,3.0,picasso/An illustration of a watering bus and a icon in the style of Picasso4.png,An illustration of a watering bus and a icon in the style of Picasso,0.7032526242810049,0.6294040899182802
9378,72,2,0,3.0,monet/A photograph of a dreaming shrub and a screwdriver in the style of Claude Monet92.png,A photograph of a dreaming shrub and a screwdriver in the style of Claude Monet,0.7298191462409442,0.6426873508982499
30049,15,2,0,4.0,monet/An illustration of a repeating lamp and a door in the style of Claude Monet112.png,An illustration of a repeating lamp and a door in the style of Claude Monet,0.696236351024495,0.7370070644011364
